Unnamed: 0,Photo,Cond,Ci,Trmmol,VPD,LA,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,Pari,Press,id,X,SetLA
3,3.38,0.144,149.0,1.96,1.37,6.0,0.5,2.25,23.83,25.01,23.52,199.6,192.08,14.806,18.652,48.8,61.23,299.6,1800.0,97.3,GR_Bpap_11,,
4,0.853,0.15,85.7,2.0,1.34,6.0,0.5,2.25,23.8,24.96,23.52,99.41,97.32,14.879,18.801,49.11,61.8,299.6,1800.0,97.3,GR_Bpap_11,,
5,-0.447,0.157,54.1,2.04,1.32,6.0,0.5,2.25,23.79,24.92,23.53,49.69,50.38,14.956,18.974,49.4,62.4,299.6,1800.0,97.3,GR_Bpap_11,,
6,8.39,0.167,289.0,2.12,1.29,6.0,0.5,2.25,23.81,24.92,23.52,400.26,381.84,15.085,19.247,49.79,63.26,299.6,1799.0,97.3,GR_Bpap_11,,
7,8.43,0.171,290.0,2.15,1.28,6.0,0.5,2.25,23.81,24.93,23.52,399.64,381.11,15.145,19.373,49.98,63.65,299.6,1799.0,97.3,GR_Bpap_11,,
8,11.9,0.18,450.0,2.23,1.26,6.0,0.5,2.25,23.84,24.98,23.53,599.71,573.33,15.277,19.65,50.34,64.46,299.6,1799.0,97.3,GR_Bpap_11,,
9,13.7,0.189,630.0,2.28,1.24,6.0,0.5,2.25,23.84,24.96,23.52,799.82,768.92,15.395,19.866,50.72,65.16,299.6,1799.0,97.29,GR_Bpap_11,,
10,14.6,0.194,819.0,2.31,1.23,6.0,0.5,2.25,23.85,24.98,23.52,999.76,966.05,15.489,20.032,51.02,65.68,299.6,1801.0,97.3,GR_Bpap_11,,
11,15.2,0.21,1020.0,2.18,1.08,6.0,0.5,2.25,21.85,24.07,20.17,1200.74,1165.13,15.557,19.842,57.53,73.38,299.6,1800.0,97.29,GR_Bpap_11,,
12,16.1,0.216,1310.0,2.41,1.16,6.0,0.5,2.25,23.93,24.83,23.93,1500.48,1461.09,15.725,20.455,51.31,66.73,299.6,1800.0,97.29,GR_Bpap_11,,
13,16.2,0.209,1780.0,2.42,1.2,6.0,0.5,2.25,24.16,25.16,23.92,1998.64,1956.69,15.945,20.683,51.55,66.56,299.6,1799.0,97.29,GR_Bpap_11,,
1,7.989592254,0.087190994,221.2395288,1.752347225,2.054514585,6.0,0.5,2.25,19.10517311,26.06111717,17.72246361,400.0566711,382.7507935,9.762266159,13.21769524,44.31949234,60.00671768,300.2553711,1800.872192,100.7714386,LaSelva_Sgla_1,,
2,5.40208464,0.083846733,174.6785855,1.588810921,1.936074352,6.0,0.5,2.25,17.70147133,25.28150558,16.35409546,300.005127,288.2950439,9.740791321,12.87477779,48.28804016,63.82415771,300.2607727,1801.215454,100.7676468,LaSelva_Sgla_1,,
3,2.747961356,0.083500926,134.6808552,1.510561643,1.849104454,6.0,0.5,2.25,17.31275558,24.72839546,16.64419746,199.9920959,193.9156799,9.717673302,12.69781113,49.3670311,64.5065155,300.2641296,1800.281616,100.7613068,LaSelva_Sgla_1,,
4,-0.060289028,0.085660364,97.90637135,1.546080945,1.846359149,6.0,0.5,2.25,18.28685188,24.74106979,18.15625191,99.87721252,99.68968964,9.699392319,12.74959755,46.33824921,60.91041946,300.249115,1800.570679,100.7532196,LaSelva_Sgla_1,,
5,-1.107355108,0.081055444,78.13300789,1.518775708,1.912613754,6.0,0.5,2.25,18.0178051,25.04343987,17.20693588,55.66141129,57.69895935,9.661021233,12.65733337,46.9430542,61.50218582,300.279541,1800.575073,100.7564545,LaSelva_Sgla_1,,
6,7.54542163,0.080072198,219.1331057,1.482984929,1.89023611,6.0,0.5,2.25,17.80007935,24.87018776,17.02280235,399.9190369,383.7038879,9.626995087,12.55325127,47.42662048,61.8425827,300.254364,1800.683105,100.7640228,LaSelva_Sgla_1,,
7,7.523621151,0.079674223,219.1312583,1.471816825,1.885197798,6.0,0.5,2.25,17.76400948,24.82601357,17.02281189,400.1467896,383.9832764,9.616303444,12.52055931,47.48263168,61.82304382,300.260498,1800.807739,100.765976,LaSelva_Sgla_1,,
8,11.34174673,0.080112059,328.5845904,1.479187603,1.884552837,6.0,0.5,2.25,18.16810608,24.81352043,17.80221367,600.1398315,575.7738037,9.585593224,12.50448132,46.14009857,60.19011688,300.2563477,1801.00769,100.759491,LaSelva_Sgla_1,,
9,14.45820209,0.078392872,446.187697,1.473961922,1.917369873,6.0,0.5,2.25,18.28504562,24.9650135,17.76847458,800.0609741,768.9057617,9.553936958,12.4625206,45.65006256,59.54768753,300.2683411,1801.129028,100.7566147,LaSelva_Sgla_1,,
10,16.16941263,0.07634717,592.1165492,1.443849967,1.927011609,6.0,0.5,2.25,18.17869186,24.96713066,17.57644272,1000.158936,965.0662842,9.52091217,12.3702116,45.79918289,59.50539017,300.282074,1801.169189,100.7614365,LaSelva_Sgla_1,,
11,17.08354071,0.076397797,764.4297291,1.443261635,1.925100116,6.0,0.5,2.25,18.27603912,24.93860817,17.72824287,1200.072632,1162.582397,9.487082481,12.33551693,45.35891724,58.97763443,300.2614136,1801.2948,100.7625427,LaSelva_Sgla_1,,
12,18.22289643,0.075904993,1024.925609,1.454600341,1.952201288,6.0,0.5,2.25,18.66167831,25.070467,18.32372665,1499.982178,1459.327026,9.443734169,12.31455898,44.07416916,57.47238922,300.26651,1801.282959,100.7635956,LaSelva_Sgla_1,,
13,19.33898803,0.074227702,1473.09335,1.428667465,1.959457414,6.0,0.5,2.25,18.39509773,25.05915642,17.84468842,2000.247437,1956.018066,9.400979042,12.22099686,44.61403275,57.9969368,300.2550659,1799.985107,100.7652435,LaSelva_Sgla_1,,
1,19.9,0.527,279.0,3.95,0.882,6.0,0.5,2.25,25.03,25.11,24.7,398.8,356.27,15.939,23.64,49.53,72.76,300.5,1800.0,98.06,BNZ_Bpap_8,,
2,14.9,0.553,212.0,3.98,0.854,6.0,0.5,2.25,24.95,24.92,24.7,299.24,267.34,15.808,23.565,49.27,72.89,300.5,1799.0,98.05,BNZ_Bpap_8,,
3,9.51,0.575,145.0,4.02,0.838,6.0,0.5,2.25,24.98,24.78,24.97,199.87,179.45,15.61,23.455,48.21,72.43,300.5,1801.0,98.05,BNZ_Bpap_8,,
4,3.22,0.562,79.4,4.03,0.855,6.0,0.5,2.25,25.44,24.87,25.69,98.93,91.76,15.604,23.469,46.96,70.52,300.5,1799.0,98.05,BNZ_Bpap_8,,
5,-0.0233,0.533,48.5,3.9,0.863,6.0,0.5,2.25,25.48,24.94,25.67,49.48,49.15,15.893,23.501,48.09,70.44,300.5,1801.0,98.05,BNZ_Bpap_8,,
6,19.6,0.524,280.0,3.91,0.876,6.0,0.5,2.25,25.52,25.03,25.68,398.15,356.29,15.921,23.542,48.06,70.39,300.5,1800.0,98.04,BNZ_Bpap_8,,
7,20.2,0.544,280.0,4.06,0.883,6.0,0.5,2.25,25.56,25.12,25.68,399.35,356.09,15.746,23.662,47.23,70.58,300.5,1799.0,98.04,BNZ_Bpap_8,,
8,27.6,0.529,431.0,3.93,0.874,6.0,0.5,2.25,25.55,25.08,25.68,597.95,538.57,16.016,23.674,48.26,70.66,300.5,1801.0,98.04,BNZ_Bpap_8,,
9,32.2,0.515,599.0,3.85,0.875,6.0,0.5,2.25,25.51,25.02,25.68,798.25,728.26,16.044,23.552,48.45,70.46,300.5,1799.0,98.04,BNZ_Bpap_8,,
10,36.6,0.554,779.0,4.08,0.873,6.0,0.5,2.25,25.58,25.12,25.67,999.67,919.07,15.82,23.764,47.13,70.8,300.5,1801.0,98.03,BNZ_Bpap_8,,
11,38.3,0.561,967.0,4.1,0.87,6.0,0.5,2.25,25.32,25.19,25.08,1199.84,1114.17,15.94,23.929,48.23,72.4,300.5,1799.0,98.03,BNZ_Bpap_8,,
12,39.5,0.582,1260.0,4.07,0.839,6.0,0.5,2.25,25.05,25.09,24.7,1499.35,1409.07,16.129,24.061,49.85,73.95,300.5,1799.0,98.03,BNZ_Bpap_8,,
13,40.7,0.587,1740.0,4.05,0.83,6.0,0.5,2.25,25.04,25.07,24.7,1998.62,1902.06,16.213,24.111,50.15,74.16,300.5,1799.0,98.03,BNZ_Bpap_8,,
1,11.3,0.201,273.0,2.03,1.05,6.0,0.5,2.25,23.86,25.01,22.44,399.27,375.14,17.831,21.811,58.99,71.84,299.6,1799.0,97.92,MMSF_Jnig_1,,
2,8.93,0.238,212.0,2.29,1.01,6.0,0.5,2.25,24.16,25.01,24.11,300.37,281.19,17.677,22.158,57.23,71.74,299.5,1799.0,97.92,MMSF_Jnig_1,,
3,5.37,0.241,146.0,2.25,0.984,6.0,0.5,2.25,23.69,24.88,23.33,199.7,188.1,17.79,22.188,59.47,73.88,299.6,1800.0,97.92,MMSF_Jnig_1,,
4,1.67,0.267,83.2,2.39,0.954,6.0,0.5,2.25,24.0,24.81,23.94,99.42,95.62,17.674,22.361,57.83,73.1,299.6,1800.0,97.92,MMSF_Jnig_1,,
5,-0.334,0.265,51.4,2.38,0.955,6.0,0.5,2.25,24.09,24.89,23.92,49.6,50.03,17.846,22.507,58.33,73.17,299.6,1800.0,97.92,MMSF_Jnig_1,,
6,12.4,0.345,304.0,2.61,0.833,6.0,0.5,2.25,24.21,24.38,24.78,400.92,374.15,17.658,22.774,57.07,73.59,299.6,1799.0,97.92,MMSF_Jnig_1,,
7,12.5,0.353,304.0,2.67,0.834,6.0,0.5,2.25,24.35,24.43,25.1,400.1,373.09,17.637,22.866,56.56,73.3,299.6,1799.0,97.92,MMSF_Jnig_1,,
8,16.5,0.301,459.0,2.59,0.927,6.0,0.5,2.25,23.75,24.84,23.32,600.87,564.82,17.626,22.693,58.52,75.33,299.6,1799.0,97.92,MMSF_Jnig_1,,
9,17.8,0.297,643.0,2.47,0.895,6.0,0.5,2.25,23.89,24.63,23.48,799.33,759.92,17.806,22.632,58.94,74.5,299.6,1800.0,97.92,MMSF_Jnig_1,,
10,19.4,0.291,823.0,2.54,0.94,6.0,0.5,2.25,24.21,24.91,24.12,998.99,955.36,17.721,22.698,57.46,73.26,299.6,1799.0,97.92,MMSF_Jnig_1,,
11,20.6,0.291,1010.0,2.52,0.932,6.0,0.5,2.25,23.72,24.79,23.33,1199.57,1152.47,17.602,22.543,58.51,74.94,299.6,1799.0,97.92,MMSF_Jnig_1,,
12,20.7,0.267,1290.0,2.42,0.966,6.0,0.5,2.25,24.24,24.95,24.1,1498.4,1449.91,17.761,22.502,57.55,72.51,299.6,1799.0,97.92,MMSF_Jnig_1,,
13,22.2,0.248,1760.0,2.36,1.01,6.0,0.5,2.25,24.14,25.0,23.92,2000.58,1946.81,17.572,22.194,57.02,71.96,299.6,1800.0,97.92,MMSF_Jnig_1,,
1,8.163823223,0.272299161,321.5695908,2.972332877,1.202292856,6.0,0.5,2.25,24.61063385,25.00488663,25.05578613,399.866333,381.283905,13.79549313,19.61981964,44.77649307,63.68070602,300.1908875,1799.801514,100.832283,LaSelva_Cela_6,,
2,6.0677561,0.256220974,239.3659914,2.852298953,1.218420684,6.0,0.5,2.25,24.71226311,25.01119423,25.05055237,299.8459167,286.0871887,13.88158607,19.47153282,44.783535,62.81732178,300.191803,1799.455811,100.8333359,LaSelva_Cela_6,,
3,3.711085335,0.242851186,161.2948954,2.748362907,1.232142675,6.0,0.5,2.25,24.74448013,25.01923561,25.04969025,199.963089,191.4938507,13.96330547,19.35015678,44.96152878,62.30706406,300.1955872,1798.866211,100.8355255,LaSelva_Cela_6,,
4,1.02349098,0.222730179,89.08064143,2.593292934,1.257512068,6.0,0.5,2.25,24.75804138,25.05152512,25.04966545,101.5145416,98.95610046,14.07557678,19.15924454,45.28665924,61.64281464,300.2093201,1798.779907,100.8362427,LaSelva_Cela_6,,
5,1.052403043,0.206877568,88.04616345,2.46821103,1.280298079,6.0,0.5,2.25,24.76065826,25.11102867,25.04920006,101.3399734,98.74954987,14.20686245,19.04580688,45.70145416,61.2676506,300.2144775,1798.838379,100.8352203,LaSelva_Cela_6,,
6,8.135224333,0.201100793,305.0193942,2.418672201,1.287586491,6.0,0.5,2.25,24.76046181,25.13333702,25.04969978,399.9180908,381.8126526,14.27368069,19.01590347,45.91652679,61.17162704,300.1983337,1798.894409,100.8343201,LaSelva_Cela_6,,
7,8.006580225,0.200155354,306.2563499,2.400317211,1.283360492,6.0,0.5,2.25,24.75992012,25.11135864,25.04709435,400.0792847,382.2428589,14.31030941,19.01655388,46.03506088,61.17465591,300.1975098,1798.836548,100.8326035,LaSelva_Cela_6,,
8,10.12800826,0.207174966,483.9124318,2.11355594,1.096391661,6.0,0.5,2.25,23.60263252,23.86058617,23.18535614,600.326355,577.644165,14.43580246,18.58151817,49.77645111,64.07139587,300.2062378,1798.698975,100.830986,LaSelva_Cela_6,,
9,11.42887049,0.116859315,594.2839717,1.730033903,1.530191362,6.0,0.5,2.25,22.75914955,25.83072853,22.11084938,800.1781006,774.6574097,14.55902481,17.95465088,52.82802963,65.14920044,300.2047424,1799.026489,100.8327484,LaSelva_Cela_6,,
10,12.08934428,0.10513553,761.2938131,1.487290504,1.456067462,6.0,0.5,2.25,22.07828903,25.2426796,21.54063225,1000.102783,973.0490723,14.63283539,17.55311012,55.33903885,66.38304901,300.2150269,1799.253784,100.8315125,LaSelva_Cela_6,,
11,12.34390203,0.105818513,954.2230845,1.402292726,1.365134886,6.0,0.5,2.25,22.50697327,24.71930122,22.62716484,1199.781982,1171.828735,14.71837139,17.47188187,54.22933578,64.37454987,300.2259216,1799.385864,100.8316269,LaSelva_Cela_6,,
12,11.88834454,0.128596909,1291.277559,1.411437901,1.142721932,6.0,0.5,2.25,24.22677803,23.56026077,23.63057899,1499.791382,1471.880127,14.82314873,17.59433556,49.22986221,58.43338013,300.2189331,1799.03418,100.8306122,LaSelva_Cela_6,,
1,5.941698852,0.122038843,290.3593007,3.001780446,2.488811258,6.0,0.5,2.25,28.010149,31.23952103,27.33218956,399.9926147,385.7993164,15.11598682,20.99093246,39.53355789,54.89858627,300.1325073,1799.391357,99.30698395,Horizontes_Pqui_4,,
2,4.084902072,0.09937282,211.8076678,2.420192324,2.443490624,6.0,0.5,2.25,26.89927483,30.7100296,25.75199699,299.7884521,290.2170715,15.33700657,20.07862473,42.80404282,56.03741837,300.0998535,1799.378662,99.30133057,Horizontes_Pqui_4,,
3,2.174733744,0.094714858,150.0049018,2.250891859,2.380897258,6.0,0.5,2.25,26.62364197,30.37327003,25.85560226,200.0846863,194.8592987,15.4451437,19.85644531,43.81026077,56.32295227,300.0743103,1800.321167,99.30054474,Horizontes_Pqui_4,,
4,1.021390148,0.089994546,112.2220353,2.153593324,2.392364351,6.0,0.5,2.25,27.24037552,30.43498802,26.79740906,138.5436401,135.9161987,15.6761322,19.89640808,42.88233566,54.42697525,300.0862427,1800.247925,99.29934692,Horizontes_Pqui_4,,
5,1.075477628,0.090115087,110.9057544,2.174441401,2.411346528,6.0,0.5,2.25,27.32374954,30.63275909,26.79660225,138.3166962,135.5769806,15.94662285,20.20631218,43.40856171,55.00392532,300.092865,1798.859131,99.29690552,Horizontes_Pqui_4,,
6,6.111221118,0.090350326,261.1936545,2.167243148,2.397112566,6.0,0.5,2.25,27.2176342,30.63334656,26.59657288,399.87677,385.9835205,16.10600471,20.35159492,44.11500168,55.74384689,300.0482178,1799.827515,99.29475403,Horizontes_Pqui_4,,
7,6.227304276,0.089762689,258.4356415,2.152620694,2.395773542,6.0,0.5,2.25,27.21252632,30.64253235,26.5983696,400.1271667,386.0137939,16.1725502,20.38908005,44.3091774,55.86152649,300.0662842,1799.753662,99.29169464,Horizontes_Pqui_4,,
8,8.949432583,0.085780357,388.2729749,2.055643667,2.389972004,6.0,0.5,2.25,27.09816933,30.62451363,26.44174957,600.0917969,579.8148804,16.37580872,20.40207863,45.16716385,56.27227402,300.0848389,1799.874756,99.28971863,Horizontes_Pqui_4,,
9,11.00823959,0.082755384,529.7778206,1.984153292,2.387934134,6.0,0.5,2.25,27.09821701,30.62783623,26.44389915,800.2183228,775.1325073,16.54568291,20.43188286,45.63372421,56.35203934,300.0792542,1798.958252,99.28568268,Horizontes_Pqui_4,,
10,11.99734812,0.079679161,691.0617088,1.913867018,2.389029614,6.0,0.5,2.25,26.87485886,30.63565636,25.98081589,999.918396,972.210022,16.69271469,20.44116592,46.64627457,57.12098694,300.0831909,1798.992065,99.28362274,Horizontes_Pqui_4,,
11,13.18751327,0.076170824,845.4794075,1.806278764,2.355459521,6.0,0.5,2.25,26.73905945,30.48327637,25.97359657,1200.451538,1169.859253,16.85601997,20.39387131,47.47845078,57.44353485,300.0875244,1799.469604,99.27964783,Horizontes_Pqui_4,,
12,14.51487931,0.072399663,1086.319638,1.712191024,2.345398613,6.0,0.5,2.25,26.70958519,30.42980957,25.97299004,1499.578735,1465.539551,17.00714874,20.3609066,47.9860611,57.4487648,300.0805664,1800.055542,99.27706909,Horizontes_Pqui_4,,
13,16.22494738,0.067297273,1498.295018,1.595908325,2.346858649,6.0,0.5,2.25,26.68656731,30.41485596,25.9749527,1999.936768,1961.237305,17.18191719,20.30807877,48.54603577,57.3787384,300.0801697,1799.679199,99.27938843,Horizontes_Pqui_4,,
1,3.631289093,0.025652073,156.3161722,0.4120832,1.600560794,6.0,0.5,2.25,23.20499039,24.99632645,24.39396286,399.7193604,392.1393433,14.83429527,15.64495277,52.42336655,55.28817749,300.2275391,1799.485229,100.8900757,LaSelva_Rkut_2,,
2,2.606032232,0.024890799,119.9878448,0.413941024,1.655773395,6.0,0.5,2.25,22.52820396,25.29762268,22.32040787,300.1130066,294.6612549,14.85499954,15.66927338,54.69005966,57.68788147,300.2342834,1798.842163,100.8830261,LaSelva_Rkut_2,,
3,1.55189985,0.035493517,121.8075159,0.549884485,1.549993015,6.0,0.5,2.25,23.96402168,24.88513565,24.80830574,200.0284882,196.7110596,14.85860157,15.93995762,50.15516663,53.80527878,300.244873,1798.876831,100.8769836,LaSelva_Rkut_2,,
4,0.456658932,0.043714401,80.2041966,0.62337315,1.432344377,6.0,0.5,2.25,23.74151611,24.34456253,24.31507111,100.3144302,99.27813721,14.88578415,16.11149788,50.92077637,55.11365509,300.2314453,1799.912598,100.8710327,LaSelva_Rkut_2,,
5,-0.52085312,0.046342902,62.61320266,0.754671435,1.63532505,6.0,0.5,2.25,22.52934837,25.54230118,21.09933662,44.77825546,45.75009155,14.86191845,16.34534264,54.70019913,60.16003036,300.2523804,1799.236328,100.8617706,LaSelva_Rkut_2,,
6,6.10363291,0.06506859,226.2944173,0.890403142,1.386554617,6.0,0.5,2.25,21.85674858,24.36973953,22.10688782,399.8621216,386.9756165,14.86525822,16.61513329,56.99175644,63.7005806,300.2302246,1799.798706,100.8471222,LaSelva_Rkut_2,,
7,6.803623312,0.082680892,242.539644,1.14293579,1.410269668,6.0,0.5,2.25,23.24807167,24.76241302,23.95437813,399.9841614,385.5066223,14.85877895,17.10385895,52.34415054,60.25306702,300.2264099,1799.610718,100.8337631,LaSelva_Rkut_2,,
8,8.913596474,0.091525303,408.060919,1.275982047,1.427102821,6.0,0.5,2.25,23.42378616,24.98598099,23.78167725,600.0180664,580.7234497,14.84981251,17.35559464,51.7572403,60.49084473,300.2264099,1799.379272,100.8273239,LaSelva_Rkut_2,,
9,9.265540285,0.089796442,592.6939738,1.27440498,1.451508703,6.0,0.5,2.25,23.01376534,25.10843468,23.0728302,800.0437622,779.5421753,14.84216118,17.34476089,53.02695465,61.96805573,300.2399597,1799.072632,100.824852,LaSelva_Rkut_2,,
10,10.15316505,0.084688328,759.10337,1.196117489,1.44170969,6.0,0.5,2.25,22.92611122,24.97024155,23.0781002,999.9867554,977.3599243,14.8318491,17.18115807,53.27338409,61.71168518,300.2330017,1798.83374,100.8273697,LaSelva_Rkut_2,,
11,10.90599282,0.077023717,917.4395316,1.10772392,1.463330689,6.0,0.5,2.25,22.92038345,24.9916153,23.07897949,1199.809204,1175.412964,14.8306303,17.00663376,53.28822327,61.10686493,300.2436218,1798.668823,100.8287582,LaSelva_Rkut_2,,
12,11.80559211,0.069929008,1164.176149,1.027266552,1.490225761,6.0,0.5,2.25,22.92350388,25.0492382,23.0790081,1499.918213,1473.30127,14.82981205,16.84812355,53.27591705,60.52667236,300.2388,1799.754272,100.8300934,LaSelva_Rkut_2,,
13,12.34635155,0.063385913,1608.490729,0.948223542,1.513273645,6.0,0.5,2.25,22.72202682,25.09499741,22.76549339,1999.942871,1971.535278,14.84318256,16.70637131,53.97755051,60.75307465,300.2536926,1799.192261,100.8272324,LaSelva_Rkut_2,,
1,18.0,0.672,299.0,6.6,1.23,6.0,0.5,2.25,24.76,25.03,24.07,400.03,359.19,6.726,19.689,21.28,62.29,299.6,1801.0,99.16,Fermi_Gmax_7,,
2,13.3,0.591,220.0,6.16,1.27,6.0,0.5,2.25,24.7,24.96,24.1,299.42,269.38,7.051,19.156,22.95,60.81,299.6,1800.0,99.16,Fermi_Gmax_7,,
3,8.49,0.582,148.0,6.1,1.27,6.0,0.5,2.25,24.7,24.96,24.1,199.42,180.23,7.156,19.138,23.27,60.75,299.6,1799.0,99.16,Fermi_Gmax_7,,
4,2.75,0.591,82.2,6.08,1.26,6.0,0.5,2.25,24.67,24.89,24.1,99.73,93.09,7.229,19.177,23.55,61.0,299.6,1800.0,99.16,Fermi_Gmax_7,,
5,-0.302,0.604,49.8,6.12,1.24,6.0,0.5,2.25,24.89,24.88,24.5,49.79,49.78,7.293,19.316,23.45,60.65,299.6,1801.0,99.16,Fermi_Gmax_7,,
6,17.5,0.676,302.0,6.46,1.2,6.0,0.5,2.25,24.93,24.93,24.49,399.95,360.25,7.148,19.826,22.38,62.07,299.6,1801.0,99.16,Fermi_Gmax_7,,
7,17.7,0.698,302.0,6.55,1.19,6.0,0.5,2.25,24.98,25.03,24.49,400.02,359.89,7.305,20.156,23.08,62.94,299.6,1800.0,99.17,Fermi_Gmax_7,,
8,21.8,0.646,473.0,6.35,1.22,6.0,0.5,2.25,24.74,25.11,23.89,600.49,549.86,7.49,19.958,23.72,63.21,299.6,1801.0,99.17,Fermi_Gmax_7,,
9,23.5,0.454,632.0,5.38,1.38,6.0,0.5,2.25,24.39,25.12,23.51,799.71,744.66,7.845,18.419,25.38,59.61,299.6,1799.0,99.17,Fermi_Gmax_7,,
10,24.7,0.351,793.0,4.67,1.49,6.0,0.5,2.25,24.38,25.13,23.46,1000.52,942.16,8.118,17.308,26.27,56.04,299.6,1799.0,99.17,Fermi_Gmax_7,,
11,25.2,0.282,955.0,4.07,1.57,6.0,0.5,2.25,24.25,25.15,23.31,1200.39,1140.58,8.442,16.468,27.53,53.73,299.6,1799.0,99.16,Fermi_Gmax_7,,
12,26.2,0.231,1210.0,3.53,1.63,6.0,0.5,2.25,24.11,25.11,23.12,1500.92,1438.3,8.867,15.834,29.17,52.09,299.6,1800.0,99.16,Fermi_Gmax_7,,
13,27.0,0.201,1660.0,3.14,1.65,6.0,0.5,2.25,23.82,24.96,22.78,2000.95,1934.79,9.199,15.394,30.79,51.53,299.6,1801.0,99.15,Fermi_Gmax_7,,
1,-0.0795,0.00965,403.0,0.162,1.6,6.0,0.5,2.25,24.08,25.14,23.76,400.88,400.91,16.152,16.472,52.25,53.27,299.6,1800.0,97.3,Guelph_Qalb_1,,
2,-0.212,0.00906,328.0,0.153,1.61,6.0,0.5,2.25,23.85,25.15,23.33,298.9,299.23,16.161,16.463,53.01,53.97,299.6,1800.0,97.29,Guelph_Qalb_1,,
3,-0.276,0.00889,244.0,0.149,1.6,6.0,0.5,2.25,23.71,25.11,23.13,199.85,200.35,16.154,16.448,53.43,54.38,299.6,1799.0,97.29,Guelph_Qalb_1,,
4,-0.358,0.00898,160.0,0.15,1.59,6.0,0.5,2.25,23.69,25.07,23.13,99.35,100.03,16.144,16.44,53.44,54.39,299.6,1799.0,97.28,Guelph_Qalb_1,,
5,-0.296,0.00953,111.0,0.159,1.59,6.0,0.5,2.25,23.68,25.03,23.13,62.88,63.45,16.099,16.411,53.3,54.34,299.6,1799.0,97.28,Guelph_Qalb_1,,
6,0.328,0.00964,337.0,0.161,1.6,6.0,0.5,2.25,23.7,25.07,23.13,401.91,401.13,16.107,16.425,53.28,54.33,299.6,1799.0,97.28,Guelph_Qalb_1,,
7,-0.0848,0.0094,404.0,0.158,1.6,6.0,0.5,2.25,23.71,25.12,23.13,400.53,400.57,16.145,16.456,53.38,54.39,299.6,1800.0,97.28,Guelph_Qalb_1,,
8,-0.019,0.00911,588.0,0.152,1.59,6.0,0.5,2.25,23.6,25.08,22.94,600.67,600.53,16.193,16.492,53.89,54.88,299.6,1800.0,97.28,Guelph_Qalb_1,,
9,0.311,0.00902,723.0,0.15,1.58,6.0,0.5,2.25,23.58,25.05,22.94,799.61,798.74,16.237,16.532,54.11,55.07,299.6,1800.0,97.28,Guelph_Qalb_1,,
10,0.593,0.0093,872.0,0.154,1.58,6.0,0.5,2.25,23.58,25.05,22.94,1001.11,999.62,16.24,16.544,54.12,55.12,299.6,1800.0,97.28,Guelph_Qalb_1,,
11,0.673,0.00864,1040.0,0.144,1.59,6.0,0.5,2.25,23.6,25.1,22.94,1199.32,1197.63,16.299,16.582,54.26,55.17,299.6,1799.0,97.28,Guelph_Qalb_1,,
12,0.936,0.00915,1300.0,0.152,1.59,6.0,0.5,2.25,23.61,25.13,22.94,1499.92,1497.59,16.325,16.626,54.31,55.29,299.6,1799.0,97.28,Guelph_Qalb_1,,
13,1.03,0.00893,1760.0,0.148,1.58,6.0,0.5,2.25,23.6,25.11,22.94,1999.39,1996.74,16.334,16.626,54.37,55.31,299.6,1799.0,97.28,Guelph_Qalb_1,,
1,10.4,0.136,244.0,1.53,1.14,6.0,0.5,2.25,22.51,25.14,21.66,399.69,377.83,18.145,21.141,65.12,75.67,300.2,1799.0,97.97,MMSF_Qrub_2,,
2,7.26,0.138,191.0,1.52,1.11,6.0,0.5,2.25,22.37,25.01,21.7,299.22,283.85,18.184,21.153,65.84,76.34,300.2,1799.0,97.97,MMSF_Qrub_2,,
3,4.44,0.144,135.0,1.54,1.09,6.0,0.5,2.25,22.32,24.89,21.7,199.64,190.17,18.134,21.154,65.83,76.59,300.2,1799.0,97.97,MMSF_Qrub_2,,
4,1.19,0.149,81.6,1.57,1.07,6.0,0.5,2.25,22.39,24.83,21.89,99.34,96.65,18.184,21.247,65.77,76.58,300.2,1800.0,97.97,MMSF_Qrub_2,,
5,-0.34,0.163,54.5,1.68,1.06,6.0,0.5,2.25,22.66,24.87,22.29,51.41,51.91,18.12,21.414,64.47,75.96,300.2,1800.0,97.96,MMSF_Qrub_2,,
6,10.7,0.175,267.0,1.79,1.05,6.0,0.5,2.25,22.71,24.95,22.28,399.24,376.57,18.145,21.641,64.41,76.51,300.2,1799.0,97.96,MMSF_Qrub_2,,
7,11.0,0.184,268.0,1.87,1.05,6.0,0.5,2.25,22.73,24.98,22.28,399.55,376.15,18.081,21.729,64.06,76.73,300.2,1799.0,97.97,MMSF_Qrub_2,,
8,14.5,0.177,419.0,1.82,1.06,6.0,0.5,2.25,22.74,24.99,22.28,598.41,567.44,18.123,21.675,64.24,76.53,300.2,1799.0,97.97,MMSF_Qrub_2,,
9,16.2,0.14,556.0,1.54,1.11,6.0,0.5,2.25,22.72,25.01,22.28,798.47,763.66,18.08,21.096,64.1,74.54,300.2,1800.0,97.97,MMSF_Qrub_2,,
10,17.5,0.109,678.0,1.3,1.19,6.0,0.5,2.25,22.73,25.1,22.28,1000.22,962.69,17.918,20.466,63.28,72.29,300.2,1799.0,97.96,MMSF_Qrub_2,,
11,17.3,0.0744,759.0,0.959,1.27,6.0,0.5,2.25,22.43,25.14,21.69,1199.32,1162.45,17.889,19.768,64.33,71.1,300.2,1799.0,97.96,MMSF_Qrub_2,,
