,gbw,CO2r,CO2s,Ci,gsw,day,flow,plantHeight,area,latitude,siteIdentifier,longitude,A,Patm,RHr,RHs,Tblock,Tair,Tleaf,E,VPDleaf,year,dataContributor,SampleID,measurementDevice,instrumentType,experimentalTreatment,growthEnvironment,month,time,unadjudicatedName,plantType,plantLeaf,plantForm,acceptedName,nameAuthor,nameAuthority,nameCategory,nameAdjudicator
16,2250.0,401.0899963378906,364.6600036621094,291.0,458.99999141693115,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,16.399999618530273,99.18000030517578,28.670000076293945,56.9900016784668,26.850000381469727,26.049999237060547,24.989999771118164,4.920000076293945,1.25,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
17,2250.0,397.9200134277344,362.92999267578125,286.0,418.9999997615814,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,15.800000190734863,99.18000030517578,30.40999984741211,56.75,26.649999618530273,25.93000030517578,24.969999313354492,4.630000114440918,1.2699999809265137,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,ambient,open,6.0,,,,,,,,,,
18,2250.0,600.8400268554688,555.6400146484375,438.0,342.00000762939453,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,20.200000762939453,99.18000030517578,28.989999771118164,53.61000061035156,26.600000381469727,25.850000381469727,24.93000030517578,4.21999979019165,1.3700000047683716,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
19,2250.0,800.6199951171875,755.8800048828125,559.0,193.00000369548798,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,20.100000381469727,99.19000244140625,29.06999969482422,46.06999969482422,26.969999313354492,25.829999923706055,24.690000534057617,2.9000000953674316,1.5800000429153442,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
20,2250.0,1000.8599853515625,954.5499877929688,680.0,140.00000059604645,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,20.899999618530273,99.19000244140625,30.729999542236328,44.91999816894531,25.25,24.940000534057617,24.6200008392334,2.2899999618530273,1.690000057220459,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
21,2250.0,1200.27001953125,1158.6700439453125,805.0,96.10000252723694,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,18.899999618530273,99.19999694824219,31.489999771118164,41.959999084472656,24.309999465942383,24.600000381469727,24.290000915527344,1.659999966621399,1.7400000095367432,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
22,2250.0,1501.4200439453125,1458.68994140625,972.0,70.90000063180923,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,19.299999237060547,99.19000244140625,29.6200008392334,37.88999938964844,26.280000686645508,25.729999542236328,25.290000915527344,1.399999976158142,1.9800000190734863,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
23,2250.0,1999.56005859375,1952.989990234375,1370.0,64.0999972820282,19.0,299.6000061035156,0.135,6.0,41.86000061035156,fermi,-88.22000122070312,21.0,99.19000244140625,32.65999984741211,40.220001220703125,24.530000686645508,24.170000076293945,24.200000762939453,1.1699999570846558,1.809999942779541,2014.0,Fermi National Accelerator Laboratory,fermi gmax 3,licor 6400,licor 6400,co2,open,6.0,,,,,,,,,,
24,2250.0,399.2200012207031,382.1000061035156,246.0,103.00000011920929,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,8.0,99.29000091552734,52.369998931884766,62.5099983215332,22.06999969482422,22.8799991607666,25.1299991607666,1.4900000095367432,1.4600000381469727,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
25,2250.0,298.20001220703125,285.7699890136719,181.0,97.30000048875809,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,5.829999923706055,99.29000091552734,52.70000076293945,62.310001373291016,22.079999923706055,22.690000534057617,24.90999984741211,1.3899999856948853,1.440000057220459,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
26,2250.0,200.72000122070312,193.3000030517578,127.0,91.39999747276306,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,3.4600000381469727,99.29000091552734,52.709999084472656,61.68000030517578,22.280000686645508,22.729999542236328,24.829999923706055,1.2999999523162842,1.440000057220459,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
27,2250.0,99.43000030517578,97.37000274658203,78.69999694824219,90.09999781847,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,0.9049999713897705,99.30000305175781,51.84000015258789,60.63999938964844,22.68000030517578,23.0,24.90999984741211,1.2999999523162842,1.4500000476837158,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
28,2250.0,50.95000076293945,51.540000915527344,56.79999923706055,91.09999984502792,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,-0.3610000014305115,99.30000305175781,51.59000015258789,60.560001373291016,22.68000030517578,23.020000457763672,24.950000762939453,1.3200000524520874,1.4600000381469727,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
29,2250.0,399.1600036621094,381.8599853515625,223.0,89.00000154972076,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,8.170000076293945,99.30000305175781,51.720001220703125,60.45000076293945,22.670000076293945,23.030000686645508,24.93000030517578,1.2899999618530273,1.4600000381469727,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
30,2250.0,399.4700012207031,381.9599914550781,224.0,90.70000052452087,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,8.260000228881836,99.30000305175781,51.52000045776367,60.459999084472656,22.670000076293945,23.030000686645508,24.93000030517578,1.309999942779541,1.4600000381469727,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
31,2250.0,599.760009765625,573.6400146484375,346.0,93.90000253915787,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,12.300000190734863,99.30000305175781,51.31999969482422,60.529998779296875,22.68000030517578,23.020000457763672,24.899999618530273,1.350000023841858,1.4500000476837158,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
32,2250.0,799.0499877929688,766.4600219726562,461.0,87.30000257492065,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,15.300000190734863,99.30000305175781,51.38999938964844,60.040000915527344,22.68000030517578,23.020000457763672,24.90999984741211,1.2699999809265137,1.4700000286102295,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
33,2250.0,999.6799926757812,961.489990234375,607.0,88.20000290870667,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,17.899999618530273,99.30000305175781,50.9900016784668,59.90999984741211,22.670000076293945,23.030000686645508,24.93000030517578,1.2899999618530273,1.4700000286102295,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
34,2250.0,1198.8800048828125,1158.7099609375,761.0,82.50000327825546,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,18.700000762939453,99.30000305175781,51.47999954223633,59.709999084472656,22.68000030517578,23.030000686645508,24.940000534057617,1.2200000286102295,1.4800000190734863,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
35,2250.0,1501.0,1456.0799560546875,1020.0,83.49999785423279,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,20.700000762939453,99.30999755859375,51.02000045776367,59.4900016784668,22.670000076293945,23.020000457763672,24.920000076293945,1.2300000190734863,1.4900000095367432,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
36,2250.0,2001.2099609375,1952.9599609375,1470.0,81.29999786615372,28.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,21.799999237060547,99.30999755859375,50.84000015258789,59.20000076293945,22.670000076293945,23.020000457763672,24.93000030517578,1.2100000381469727,1.4900000095367432,2014.0,Blandy Experimental Farm,blandy pstr 4,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
37,2250.0,400.0412292480469,386.824951171875,355.3070983886719,380.3948163986206,20.0,300.2622375488281,,6.0,10.420000076293945,laselva,-84.0199966430664,4.939509868621826,100.6938247680664,32.48850631713867,60.0356330871582,25.128990173339844,24.592378616333008,24.944110870361328,4.328587055206299,1.3060599565505981,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
38,2250.0,300.0486145019531,289.50811767578125,262.11199951171875,344.7396159172058,20.0,300.2432556152344,,6.0,10.420000076293945,laselva,-84.0199966430664,4.0848541259765625,100.69570922851562,32.50531005859375,58.710384368896484,25.135787963867188,24.5669002532959,24.943830490112305,4.109272480010986,1.3499064445495605,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
39,2250.0,199.88836669921875,193.16229248046875,174.97898864746094,329.7017216682434,20.0,300.23699951171875,,6.0,10.420000076293945,laselva,-84.0199966430664,2.590411901473999,100.69873046875,32.50236892700195,58.11520004272461,25.136030197143555,24.559473037719727,24.952566146850586,4.013629913330078,1.3707996606826782,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
40,2250.0,99.9629135131836,98.45271301269531,94.19625854492188,314.5609200000763,20.0,300.22845458984375,,6.0,10.420000076293945,laselva,-84.0199966430664,0.37084370851516724,100.7024154663086,32.50161361694336,57.46043014526367,25.136499404907227,24.554059982299805,24.950387954711914,3.9087960720062256,1.3912428617477417,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
41,2250.0,55.77602767944336,56.72922897338867,59.549434661865234,297.89939522743225,20.0,300.2442626953125,,6.0,10.420000076293945,laselva,-84.0199966430664,-0.6929770112037659,100.71260070800781,32.50773620605469,56.828948974609375,25.136672973632812,24.551288604736328,25.00721549987793,3.807354688644409,1.4218467473983765,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
42,2250.0,400.14520263671875,386.4681701660156,345.164794921875,291.1509871482849,20.0,300.2327880859375,,6.0,10.420000076293945,laselva,-84.0199966430664,5.392239570617676,100.71251678466797,32.50212860107422,56.49601745605469,25.136375427246094,24.553213119506836,25.004638671875,3.7560219764709473,1.4314631223678589,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
43,2250.0,400.01104736328125,386.54156494140625,345.50128173828125,288.27497363090515,20.0,300.2322082519531,,6.0,10.420000076293945,laselva,-84.0199966430664,5.296122074127197,100.71148681640625,32.51054000854492,56.37918472290039,25.134296417236328,24.54857635498047,25.007648468017578,3.7352566719055176,1.4361350536346436,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
44,2250.0,600.1943969726562,585.0762939453125,537.1278686523438,275.70921182632446,20.0,300.2371520996094,,6.0,10.420000076293945,laselva,-84.0199966430664,5.436285018920898,100.7076644897461,32.489784240722656,55.759883880615234,25.136262893676758,24.536462783813477,25.002164840698242,3.6384005546569824,1.4555134773254395,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
45,2250.0,799.9999389648438,781.2623291015625,719.0140991210938,261.9137763977051,20.0,300.23992919921875,,6.0,10.420000076293945,laselva,-84.0199966430664,6.61289119720459,100.70591735839844,32.46198654174805,55.09794235229492,25.13930892944336,24.529455184936523,25.027368545532227,3.537104368209839,1.4814820289611816,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
46,2250.0,999.9776611328125,978.8641967773438,904.2731323242188,244.73898112773895,20.0,300.2364807128906,,6.0,10.420000076293945,laselva,-84.0199966430664,7.216643333435059,100.70547485351562,32.435997009277344,54.31841278076172,25.136377334594727,24.540081024169922,25.123559951782227,3.4207096099853516,1.5228208303451538,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
47,2250.0,1200.100341796875,1177.293212890625,1089.968994140625,224.13499653339386,20.0,300.231689453125,,6.0,10.420000076293945,laselva,-84.0199966430664,7.609939098358154,100.7063217163086,33.04701614379883,54.11574172973633,24.677682876586914,24.220813751220703,25.10565757751465,3.229809045791626,1.5573863983154297,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
48,2250.0,1500.0203857421875,1474.70751953125,1368.10302734375,202.12261378765106,20.0,300.2341003417969,,6.0,10.420000076293945,laselva,-84.0199966430664,8.206551551818848,100.70568084716797,33.11383056640625,52.904510498046875,24.680835723876953,24.173999786376953,25.128158569335938,3.0241639614105225,1.6029400825500488,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
49,2250.0,1999.7835693359375,1971.3228759765625,1838.456298828125,180.91420829296112,20.0,300.2433776855469,,6.0,10.420000076293945,laselva,-84.0199966430664,8.717004776000977,100.702880859375,33.561031341552734,52.17544174194336,24.327980041503906,23.934011459350586,25.117963790893555,2.802628755569458,1.64565110206604,2015.0,La Selva Biological Station,laselva cela 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
50,2250.0,399.2300109863281,377.1499938964844,326.0,395.00001072883606,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,9.3100004196167,100.0,31.860000610351562,60.470001220703125,24.6299991607666,24.6200008392334,25.18000030517578,4.599999904632568,1.3300000429153442,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
51,2250.0,298.5299987792969,282.55999755859375,239.0,328.99999618530273,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,6.809999942779541,100.0999984741211,31.8700008392334,58.54999923706055,24.229999542236328,24.280000686645508,25.1299991607666,4.179999828338623,1.4199999570846558,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
52,2250.0,199.33999633789062,190.75,160.0,241.99999868869781,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,3.619999885559082,100.0999984741211,31.6200008392334,54.72999954223633,23.829999923706055,24.049999237060547,25.219999313354492,3.5299999713897705,1.5800000429153442,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
53,2250.0,99.36000061035156,97.98999786376953,91.0999984741211,166.99999570846558,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,0.4169999957084656,100.0999984741211,33.970001220703125,52.099998474121094,23.059999465942383,23.399999618530273,25.15999984741211,2.7100000381469727,1.7000000476837158,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
54,2250.0,50.90999984741211,52.25,61.29999923706055,123.00000339746475,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,-0.7860000133514404,100.0999984741211,33.91999816894531,48.72999954223633,22.8700008392334,23.170000076293945,25.149999618530273,2.1700000762939453,1.8200000524520874,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
55,2250.0,401.3500061035156,389.55999755859375,238.0,62.60000169277191,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,5.409999847412109,100.0999984741211,34.11000061035156,42.970001220703125,22.479999542236328,22.809999465942383,25.139999389648438,1.25,2.009999990463257,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
56,2250.0,399.6400146484375,389.7699890136719,229.0,49.300000071525574,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,4.539999961853027,100.0999984741211,34.27000045776367,41.5099983215332,22.290000915527344,22.739999771118164,25.15999984741211,1.0199999809265137,2.059999942779541,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,ambient,open,5.0,,,,,,,,,,
57,2250.0,600.1400146484375,587.47998046875,309.0,36.29999980330467,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,5.880000114440918,100.0999984741211,34.86000061035156,40.38999938964844,22.09000015258789,22.489999771118164,25.09000015258789,0.7630000114440918,2.0899999141693115,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
58,2250.0,801.260009765625,788.3499755859375,387.0,25.599999353289604,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,6.019999980926514,100.0999984741211,35.04999923706055,39.04999923706055,22.09000015258789,22.459999084472656,25.1200008392334,0.5509999990463257,2.140000104904175,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
59,2250.0,1000.1599731445312,985.9199829101562,474.0,22.099999710917473,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,6.650000095367432,100.0999984741211,35.099998474121094,38.59000015258789,22.09000015258789,22.450000762939453,25.1299991607666,0.47999998927116394,2.1500000953674316,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
60,2250.0,1200.9599609375,1185.9599609375,567.0,19.200000911951065,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,7.010000228881836,100.0999984741211,35.11000061035156,38.15999984741211,22.09000015258789,22.43000030517578,25.079999923706055,0.4189999997615814,2.1500000953674316,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
61,2250.0,1501.0899658203125,1485.6099853515625,725.0,16.100000590085983,29.0,300.20001220703125,,6.0,39.060001373291016,blandy,-78.05999755859375,7.21999979019165,100.0999984741211,35.06999969482422,37.63999938964844,22.09000015258789,22.40999984741211,25.030000686645508,0.3529999852180481,2.1600000858306885,2014.0,Blandy Experimental Farm,blandy ltul 2,licor 6400,licor 6400,co2,open,5.0,,,,,,,,,,
